200
4281
38	42	8	80	15	59	33	97	73	15	40	93	98	19	59	35	84	51	21	100	82	97	41	28	23	19	20	7	79	10	75	10	44	62	11	4	67	81	13	21	88	36	86	74	36	37	43	19	66	7	25	32	32	95	45	53	3	42	83	54	25	15	57	73	71	72	88	86	23	61	80	11	43	60	28	14	90	9	38	43	38	70	99	89	32	89	12	45	75	32	8	21	4	97	27	84	57	12	26	66	99	76	49	33	4	62	50	64	60	10	36	28	84	83	64	30	96	22	76	22	77	71	78	67	38	58	48	92	64	87	77	45	84	22	50	28	11	50	20	76	78	51	27	34	39	9	40	97	97	66	58	77	59	85	61	65	62	92	39	13	40	34	80	84	17	80	53	65	70	24	61	78	3	88	56	75	39	71	94	3	82	18	86	64	99	40	23	17	59	52	32	74	16	64	31	46	64	5	71	97	
53	48	90	13	35	95	84	63	7	93	69	16	45	58	31	71	64	53	57	33	9	68	62	57	40	30	59	25	22	12	53	6	17	86	94	76	21	63	96	25	78	76	21	78	24	42	83	94	13	36	2	27	66	19	15	62	30	41	40	85	95	76	45	37	5	93	68	38	27	39	15	59	88	92	78	69	45	62	8	89	22	31	19	29	40	17	29	53	89	94	42	61	74	21	27	95	75	13	61	38	76	92	17	58	59	86	22	63	96	13	56	90	6	8	5	100	62	42	87	86	62	2	62	46	55	58	70	91	78	36	100	86	100	69	39	95	48	65	82	98	28	43	11	68	54	18	15	40	14	56	99	61	65	28	19	24	26	36	12	85	5	63	36	77	76	90	62	32	11	25	50	85	66	61	38	7	42	31	30	86	55	100	1	33	18	43	21	82	99	38	77	80	8	72	52	18	80	33	39	23	
48	58	70	6	2	51	16	4	11	93	50	69	26	90	35	8	36	9	83	100	36	34	58	8	37	27	69	58	12	29	59	31	96	11	74	70	100	43	45	21	33	39	65	97	89	89	24	90	36	76	82	76	22	17	62	72	23	97	76	49	73	35	34	3	86	2	61	22	19	97	27	81	38	7	64	4	88	1	83	41	65	22	59	81	36	42	6	88	86	58	18	46	15	8	42	99	18	24	26	65	55	23	68	18	79	91	100	71	64	34	20	71	44	44	84	37	35	26	24	59	97	14	40	41	9	23	99	39	61	38	87	54	32	76	10	34	40	98	76	66	16	53	69	54	45	79	82	81	80	25	13	66	34	28	7	37	87	25	70	24	94	28	23	15	60	25	82	50	92	44	55	99	11	42	15	74	50	100	35	89	31	100	12	39	86	84	58	92	37	10	21	42	87	85	5	46	4	84	29	9	
90	70	73	63	67	42	51	46	54	50	49	25	34	12	93	17	40	55	43	83	97	47	98	63	31	48	66	41	41	33	26	66	34	18	8	22	44	44	18	56	80	86	43	37	22	53	67	59	86	45	75	5	91	93	60	42	58	92	37	64	64	61	55	78	26	37	38	88	33	35	25	54	50	74	75	90	71	98	66	11	54	63	52	32	4	60	84	63	9	62	89	85	87	2	75	21	33	97	23	59	30	77	68	22	44	64	69	29	51	61	51	3	35	95	7	87	31	28	40	95	74	60	4	32	24	2	32	96	69	61	76	20	64	48	20	27	12	89	40	52	96	14	35	73	71	72	78	84	99	96	82	54	99	12	17	21	61	37	50	52	25	86	49	52	92	48	2	26	92	50	81	35	56	31	9	46	33	27	78	7	18	44	39	21	7	22	67	99	97	59	58	1	63	76	13	75	28	36	24	55	
13	6	63	70	88	92	40	41	68	21	77	87	43	80	50	27	67	14	18	66	84	27	60	70	83	45	54	36	98	72	33	71	86	37	60	68	65	93	64	90	74	69	46	77	47	86	33	1	64	74	87	52	86	16	75	86	5	97	3	33	94	37	78	61	96	29	85	31	37	69	89	21	18	3	68	99	74	83	33	97	22	2	21	15	2	15	51	87	95	44	66	59	93	19	86	92	78	86	74	2	16	53	72	69	64	26	22	53	48	6	40	3	41	31	5	35	3	2	97	53	83	4	79	9	41	66	33	86	10	16	24	61	39	80	37	62	10	43	99	21	6	98	41	55	55	91	74	99	62	50	84	53	21	56	21	59	86	75	15	15	87	41	98	25	45	40	33	88	19	10	28	39	87	63	35	87	50	100	53	69	12	9	8	91	53	93	84	60	53	100	8	91	3	16	39	33	95	19	69	41	
35	2	67	88	82	46	40	97	32	91	69	76	19	38	29	32	13	100	93	100	31	49	38	57	76	94	89	91	19	29	57	17	68	72	88	66	90	54	17	23	100	85	46	96	26	68	67	52	26	39	14	61	60	70	16	66	86	60	13	25	92	43	12	45	55	28	66	28	29	36	79	40	59	15	92	98	58	25	37	76	61	90	14	8	77	37	8	62	8	24	55	30	94	74	24	65	11	98	17	100	60	1	87	97	74	98	30	29	30	41	16	59	76	73	34	3	65	39	19	15	97	8	46	43	68	93	62	64	81	18	19	79	16	67	34	69	94	100	14	9	12	37	58	21	17	18	53	96	69	69	65	95	38	81	44	31	28	4	41	38	32	53	17	16	67	13	7	69	6	3	5	62	34	40	6	56	10	72	93	70	72	93	61	37	12	28	58	74	1	40	48	29	37	19	55	22	76	15	29	68	
95	51	42	92	46	13	34	85	52	23	50	91	8	91	8	5	6	89	10	10	10	37	59	58	68	74	82	93	15	22	29	15	1	27	81	69	59	72	81	4	13	35	26	76	90	71	70	44	47	43	46	38	70	46	82	57	88	55	69	44	6	74	63	77	56	20	90	80	16	2	100	52	16	88	74	44	37	53	63	14	49	30	100	47	85	80	58	76	77	13	38	53	59	67	66	72	35	1	24	52	36	79	9	6	37	46	15	85	33	41	97	39	99	9	80	84	91	90	83	64	52	49	81	83	98	89	46	14	77	81	22	95	94	9	20	70	81	38	18	63	46	96	33	19	72	2	79	97	18	9	46	43	45	80	20	20	11	45	47	35	7	62	52	70	56	75	56	97	13	36	20	23	43	10	27	71	59	30	35	30	52	57	62	86	19	12	82	100	100	94	87	2	98	20	20	71	82	70	60	77	
84	16	51	40	40	34	13	97	21	92	12	80	55	40	66	5	98	64	11	80	51	90	51	77	35	38	79	33	44	79	20	11	72	45	55	51	13	62	99	70	73	75	5	35	42	63	74	100	39	24	40	40	33	34	17	69	42	83	5	62	7	83	79	82	35	95	11	33	70	45	14	69	6	37	61	48	34	5	74	15	48	1	96	95	80	52	71	85	45	85	88	65	71	33	80	64	26	58	10	6	84	34	20	11	66	21	23	52	38	19	58	27	28	62	51	86	58	22	43	19	71	79	21	100	74	71	88	37	28	61	6	47	49	46	99	70	22	100	29	54	91	59	66	20	20	16	53	16	99	19	91	60	76	46	63	42	98	99	9	46	27	20	54	70	29	70	48	38	62	64	36	34	57	53	35	21	82	84	40	13	54	54	15	90	13	27	45	92	86	27	41	7	57	62	31	80	57	43	68	36	
63	4	46	41	97	85	97	88	33	70	79	96	37	50	83	25	43	29	99	32	39	23	65	52	92	49	29	25	7	86	54	71	84	21	78	43	66	5	22	97	100	34	87	94	81	24	81	74	14	64	55	97	39	64	35	33	36	59	21	74	63	11	83	60	54	55	34	51	71	46	27	48	23	13	38	96	75	10	76	62	86	8	90	28	70	97	39	12	77	58	8	89	63	20	57	31	43	70	87	65	88	93	88	8	41	54	43	13	83	77	2	49	13	14	15	83	29	87	89	24	91	64	3	96	15	54	99	55	73	67	58	2	21	74	39	84	85	50	62	22	46	57	4	90	38	74	71	57	61	43	32	8	65	82	91	83	71	62	99	61	7	33	69	99	92	34	18	64	86	96	9	33	60	75	6	23	32	47	7	38	83	38	21	14	35	6	12	1	16	33	74	84	66	88	26	33	40	74	51	23	
7	11	54	68	32	52	21	33	29	1	88	50	25	48	98	90	9	22	69	66	40	25	82	14	20	47	65	75	60	61	77	2	19	2	67	76	81	26	73	31	58	40	42	34	31	66	91	11	74	78	43	95	58	33	24	39	7	68	41	62	66	48	32	44	61	80	92	36	94	93	24	34	8	75	47	88	14	30	50	77	50	98	29	73	42	41	86	90	67	61	39	57	14	14	51	82	20	62	73	36	98	14	93	11	87	6	5	18	71	20	62	56	7	83	66	11	18	81	99	73	87	19	63	73	51	55	52	67	37	66	99	91	3	26	8	60	58	84	73	71	53	86	26	72	63	8	56	15	90	41	69	30	64	81	78	43	69	24	38	50	60	67	84	13	17	98	88	87	66	25	65	45	45	34	4	11	26	7	15	25	100	77	57	19	88	48	51	93	67	65	41	68	46	59	37	62	42	21	57	22	
