50
1007
39	89	89	73	58	52	4	54	69	45	62	5	54	57	48	27	22	5	42	90	33	88	21	31	21	35	51	59	43	57	9	53	17	4	37	66	69	45	63	39	12	9	91	77	34	34	9	14	93	15	
79	17	29	20	85	50	36	20	78	47	54	58	31	64	24	19	17	32	47	75	66	41	34	34	27	4	97	28	47	79	53	100	73	3	16	46	64	55	29	1	66	78	98	39	28	28	95	91	44	85	
17	40	60	25	76	2	48	50	2	55	41	27	66	55	84	43	47	44	16	95	96	50	16	76	97	73	53	78	68	99	64	67	23	95	7	90	16	27	19	74	30	63	13	55	99	99	84	26	79	93	
29	60	81	6	85	63	34	39	40	64	22	59	90	36	48	9	53	78	48	70	91	55	2	66	92	22	30	70	12	76	41	87	61	15	90	48	91	37	46	59	38	5	20	55	5	63	50	82	83	54	
20	25	6	28	97	44	55	17	79	70	42	38	11	100	39	97	66	42	28	67	8	9	17	58	47	30	99	10	2	1	56	68	49	20	60	72	45	66	49	42	19	99	52	26	76	75	62	53	1	30	
85	76	85	97	41	62	49	65	91	58	82	21	50	36	75	9	42	41	44	85	57	90	100	60	6	30	46	88	68	18	38	37	57	2	62	4	42	25	31	11	97	4	45	16	48	48	92	70	5	41	
50	2	63	44	62	67	51	82	43	8	24	19	17	88	44	39	13	94	54	18	5	95	95	47	8	88	12	16	32	69	47	61	49	21	86	96	57	54	50	79	56	51	95	84	4	69	85	16	1	22	
36	48	34	55	49	51	39	64	23	35	57	95	85	56	13	23	3	49	65	9	39	18	19	59	2	61	58	39	90	16	24	18	46	39	66	72	5	42	33	16	52	73	5	97	60	8	46	48	66	69	
20	50	39	17	65	82	64	26	68	61	84	11	71	69	32	85	64	75	9	88	44	90	13	42	95	50	17	98	26	99	42	89	41	35	19	74	30	56	81	20	64	55	43	92	9	12	56	77	5	55	
78	2	40	79	91	43	23	68	35	51	4	87	79	40	41	15	96	70	43	12	96	6	8	1	12	88	62	68	36	76	61	43	4	97	33	92	8	77	2	96	29	95	39	15	60	47	51	2	60	96	
