50
1112
95	69	45	98	32	73	62	81	56	2	47	31	48	88	34	92	8	54	65	38	44	16	67	6	68	12	85	94	15	48	95	91	35	25	73	16	28	85	78	94	69	32	35	65	100	53	54	8	37	17	
59	21	52	18	10	45	60	15	74	89	81	15	95	98	63	4	31	47	3	88	78	31	68	66	34	33	55	9	83	20	53	9	20	8	36	52	44	67	10	15	82	28	31	63	100	54	76	13	52	23	
21	20	43	9	37	86	10	90	23	45	97	33	93	88	53	45	61	17	30	89	52	61	22	66	44	59	44	3	15	68	57	35	13	70	57	93	29	98	12	86	47	41	58	75	82	17	2	50	80	18	
52	43	90	57	6	99	83	90	25	39	50	24	60	80	82	61	76	50	64	43	62	1	21	8	33	2	3	11	2	44	29	1	67	34	91	40	80	65	73	26	61	23	86	90	82	26	68	50	99	61	
18	9	57	11	28	41	44	86	14	31	31	76	65	25	73	69	52	31	79	2	79	88	29	96	2	80	67	66	59	64	4	29	63	75	91	25	30	15	5	61	57	54	84	84	54	1	21	4	68	28	
10	37	6	28	90	14	32	60	91	99	2	85	85	49	48	48	4	41	22	32	34	14	28	27	98	30	83	7	91	5	75	50	41	18	23	68	44	96	63	88	99	24	82	99	31	60	23	46	37	6	
45	86	99	41	14	32	84	91	97	12	10	27	65	39	20	14	32	5	6	90	27	47	17	79	25	34	49	59	13	60	58	21	30	23	35	85	48	12	91	73	90	50	6	75	13	44	29	62	39	48	
60	10	83	44	32	84	93	44	17	20	86	81	88	33	77	32	27	49	39	54	87	9	35	6	29	95	24	94	12	55	7	50	95	65	36	59	92	76	53	32	33	22	36	32	2	59	91	61	97	68	
15	90	90	86	60	91	44	13	23	37	50	14	89	99	41	21	42	73	62	24	34	94	35	76	68	1	5	92	51	81	9	30	79	10	28	64	77	69	59	1	24	79	56	55	44	18	31	19	28	31	
74	23	25	14	91	97	17	23	13	63	21	74	43	55	1	15	67	20	42	98	36	86	39	92	69	41	5	18	2	78	61	82	42	91	41	9	47	96	37	61	93	13	11	14	13	17	86	78	34	100	
89	45	39	31	99	12	20	37	63	73	94	53	12	84	40	24	58	59	30	61	30	56	40	71	83	45	55	6	62	29	69	87	56	20	53	88	44	34	72	31	88	14	26	34	82	92	64	75	1	99	
81	97	50	31	2	10	86	50	21	94	31	72	17	66	70	77	96	14	44	98	2	6	100	64	99	1	92	20	88	60	56	21	19	21	67	82	1	74	80	18	22	6	45	19	8	26	63	77	65	22	
15	33	24	76	85	27	81	14	74	53	72	43	86	77	60	45	2	59	16	24	85	11	65	65	78	7	4	69	41	19	11	94	51	38	32	20	63	14	37	31	79	7	85	33	84	77	12	67	27	61	
95	93	60	65	85	65	88	89	43	12	17	86	63	56	32	39	97	49	62	99	80	76	95	33	39	95	71	53	17	20	39	50	57	88	19	25	55	44	5	73	78	76	61	8	61	97	40	13	98	63	
98	88	80	25	49	39	33	99	55	84	66	77	56	34	15	86	30	16	2	90	47	7	91	63	73	8	83	45	52	64	44	95	45	5	45	35	81	37	3	5	92	17	35	30	43	3	56	88	68	37	
63	53	82	73	48	20	77	41	1	40	70	60	32	15	43	27	36	42	13	54	36	9	38	17	36	70	81	46	69	25	39	14	57	39	61	35	10	65	15	21	72	52	84	62	24	31	97	45	49	94	
4	45	61	69	48	14	32	21	15	24	77	45	39	86	27	51	2	15	40	49	1	24	20	81	14	95	83	36	66	51	39	66	2	71	87	10	96	71	35	30	68	45	29	15	3	51	8	8	66	32	
31	61	76	52	4	32	27	42	67	58	96	2	97	30	36	2	99	75	57	13	13	77	15	4	100	90	29	86	71	93	72	65	55	66	8	68	11	27	92	22	33	54	77	2	40	91	57	90	55	57	
47	17	50	31	41	5	49	73	20	59	14	59	49	16	42	15	75	37	4	32	53	37	40	31	49	36	42	74	37	58	33	89	27	27	11	71	95	59	31	30	74	18	16	64	13	80	2	38	39	81	
3	30	64	79	22	6	39	62	42	30	44	16	62	2	13	40	57	4	74	77	17	87	67	44	48	4	88	94	31	50	38	65	88	74	35	16	29	44	78	19	16	4	36	68	51	5	51	17	61	42	
88	89	43	2	32	90	54	24	98	61	98	24	99	90	54	49	13	32	77	92	93	69	82	86	91	20	23	38	63	45	65	81	15	73	31	80	88	76	50	100	90	28	88	23	60	8	67	64	34	17	
78	52	62	79	34	27	87	34	36	30	2	85	80	47	36	1	13	53	17	93	55	89	66	65	20	43	89	2	95	58	4	18	22	61	85	36	29	85	59	9	49	14	51	17	17	79	6	22	95	29	
