50
1035
68	33	19	51	28	55	14	32	24	61	48	54	26	42	11	88	25	27	30	92	79	72	28	32	20	75	44	38	54	46	42	51	5	63	22	77	69	87	58	25	85	29	8	55	80	37	31	43	68	91	
72	70	10	23	17	44	100	82	73	93	96	56	79	87	87	33	4	67	6	68	50	91	85	52	56	56	74	56	43	88	62	49	98	68	16	44	22	46	57	88	85	27	70	6	89	87	100	35	6	8	
70	20	57	28	55	78	99	53	36	86	78	24	96	57	79	66	7	59	28	72	86	3	93	15	43	56	47	3	63	100	77	60	75	70	63	97	86	74	37	68	10	86	2	11	11	46	40	46	97	77	
10	57	77	70	76	40	2	68	74	1	44	45	71	74	66	42	61	2	17	95	4	37	100	87	69	74	39	7	47	22	23	33	21	40	90	4	69	83	75	64	85	52	95	59	2	17	54	80	6	8	
23	28	70	69	37	65	49	28	5	72	51	32	11	6	80	87	60	42	58	31	41	74	48	25	36	89	54	92	35	73	64	86	92	78	41	93	50	14	45	35	20	47	43	12	35	60	41	10	64	18	
17	55	76	37	32	31	32	52	72	96	43	26	5	100	47	10	92	75	2	23	60	48	45	34	53	39	97	56	50	100	69	67	78	54	32	81	11	51	70	27	88	95	38	3	70	28	36	50	79	28	
44	78	40	65	31	43	36	82	40	19	20	15	53	17	97	22	94	75	70	37	19	9	89	61	1	5	83	71	79	87	47	30	35	91	47	19	41	12	96	16	74	27	54	60	2	31	65	9	11	36	
100	99	2	49	32	36	58	14	58	67	48	38	51	11	96	73	19	39	19	39	19	88	68	80	41	70	5	43	45	72	12	76	36	15	80	82	43	47	99	38	76	2	74	30	31	34	98	61	54	76	
82	53	68	28	52	82	14	71	63	6	44	63	80	78	25	31	86	75	32	76	75	14	33	81	54	92	39	67	53	36	89	23	76	59	79	63	15	30	74	33	88	94	63	4	85	37	1	45	23	35	
73	36	74	5	72	40	58	63	66	77	100	69	18	78	86	17	87	61	81	75	69	30	77	92	83	10	27	76	30	61	26	51	3	3	90	13	4	14	82	96	39	37	23	52	77	55	49	61	14	63	
93	86	1	72	96	19	67	6	77	62	57	21	25	90	61	24	30	70	71	43	33	29	84	86	97	20	58	9	99	19	27	95	10	57	2	85	92	2	22	41	60	14	46	24	90	44	39	55	2	49	
96	78	44	51	43	20	48	44	100	57	71	46	24	39	90	94	58	45	31	65	97	23	2	20	18	46	16	77	27	93	34	92	32	29	61	39	1	82	90	77	82	24	52	47	94	11	42	55	29	99	
56	24	45	32	26	15	38	63	69	21	46	20	95	60	95	34	43	85	56	20	84	25	96	57	78	81	99	24	73	43	97	85	87	20	66	22	17	82	23	61	7	98	70	63	20	18	54	18	69	21	
79	96	71	11	5	53	51	80	18	25	24	95	10	64	26	90	6	50	80	18	23	92	80	99	52	38	4	66	97	65	46	45	23	67	1	62	40	7	9	79	68	35	29	75	8	8	80	81	99	100	
87	57	74	6	100	17	11	78	78	90	39	60	64	63	50	21	45	6	7	57	88	6	87	34	83	18	22	82	33	100	97	32	4	56	31	11	53	13	40	83	59	92	26	19	69	82	49	21	13	43	
87	79	66	80	47	97	96	25	86	61	90	95	26	50	73	57	48	80	13	87	34	9	85	24	35	12	69	29	86	57	95	44	48	62	18	90	89	53	77	50	69	19	53	85	38	42	37	47	59	16	
33	66	42	87	10	22	73	31	17	24	94	34	90	21	57	38	28	1	66	85	45	89	64	50	69	46	15	68	29	86	62	68	38	100	10	83	11	66	61	64	22	87	71	4	57	91	5	75	42	8	
4	7	61	60	92	94	19	86	87	30	58	43	6	45	48	28	93	95	4	41	74	30	75	47	16	20	67	34	42	38	46	38	97	20	86	14	60	60	67	77	36	12	40	39	80	76	27	33	28	49	
67	59	2	42	75	75	39	75	61	70	45	85	50	6	80	1	95	62	30	19	20	18	35	86	28	60	79	45	91	13	5	83	14	53	58	26	51	63	65	54	41	78	60	25	79	28	82	14	65	1	
6	28	17	58	2	70	19	32	81	71	31	56	80	7	13	66	4	30	7	21	4	69	15	60	70	72	87	67	50	94	93	90	26	72	45	60	29	8	64	40	42	10	55	40	73	27	53	99	67	60	
68	72	95	31	23	37	39	76	75	43	65	20	18	57	87	85	41	19	21	38	43	19	75	75	94	92	17	72	57	64	28	74	97	66	68	43	45	63	45	20	64	49	31	83	55	8	64	94	22	69	
50	86	4	41	60	19	19	75	69	33	97	84	23	88	34	45	74	20	4	43	9	84	8	81	95	78	5	14	95	46	83	34	89	44	70	56	48	99	51	56	12	20	61	84	15	34	100	49	48	86	
91	3	37	74	48	9	88	14	30	29	23	25	92	6	9	89	30	18	69	19	84	43	84	4	40	81	78	14	73	30	16	94	44	2	61	33	15	83	50	89	22	87	25	64	78	36	52	81	54	68	
85	93	100	48	45	89	68	33	77	84	2	96	80	87	85	64	75	35	15	75	8	84	77	35	4	53	31	21	54	68	92	44	46	42	17	81	64	37	50	66	75	18	43	29	55	29	47	16	50	63	
52	15	87	25	34	61	80	81	92	86	20	57	99	34	24	50	47	86	60	75	81	4	35	99	21	99	82	90	15	85	67	18	18	35	27	43	45	82	2	33	43	86	79	17	76	67	83	74	45	80	
56	43	69	36	53	1	41	54	83	97	18	78	52	83	35	69	16	28	70	94	95	40	4	21	77	19	40	16	59	51	18	65	51	41	15	57	16	6	40	84	83	85	34	40	47	85	69	91	55	25	
56	56	74	89	39	5	70	92	10	20	46	81	38	18	12	46	20	60	72	92	78	81	53	99	19	83	37	75	69	40	37	77	98	25	89	76	50	49	6	46	96	47	76	49	66	86	17	5	32	28	
74	47	39	54	97	83	5	39	27	58	16	99	4	22	69	15	67	79	87	17	5	78	31	82	40	37	1	86	60	68	82	98	53	57	45	81	52	40	4	13	23	42	27	9	90	25	37	83	9	42	
56	3	7	92	56	71	43	67	76	9	77	24	66	82	29	68	34	45	67	72	14	14	21	90	16	75	86	12	6	14	20	71	43	52	16	40	95	39	58	6	38	81	6	81	42	82	53	54	67	77	
43	63	47	35	50	79	45	53	30	99	27	73	97	33	86	29	42	91	50	57	95	73	54	15	59	69	60	6	80	78	29	46	55	81	69	9	54	71	62	23	88	70	37	98	78	55	23	97	32	3	
88	100	22	73	100	87	72	36	61	19	93	43	65	100	57	86	38	13	94	64	46	30	68	85	51	40	68	14	78	25	19	53	13	10	39	46	96	17	94	89	96	4	27	19	41	33	66	7	61	70	
62	77	23	64	69	47	12	89	26	27	34	97	46	97	95	62	46	5	93	28	83	16	92	67	18	37	82	20	29	19	80	46	64	51	36	90	89	41	59	71	63	31	94	74	94	7	29	95	43	61	
49	60	33	86	67	30	76	23	51	95	92	85	45	32	44	68	38	83	90	74	34	94	44	18	65	77	98	71	46	53	46	23	60	51	75	58	43	49	73	91	69	29	40	38	85	62	21	28	97	6	
98	75	21	92	78	35	36	76	3	10	32	87	23	4	48	38	97	14	26	97	89	44	46	18	51	98	53	43	55	13	64	60	20	43	51	80	19	68	99	34	3	59	1	49	19	24	2	47	14	81	
68	70	40	78	54	91	15	59	3	57	29	20	67	56	62	100	20	53	72	66	44	2	42	35	41	25	57	52	81	10	51	51	43	72	34	16	86	31	6	48	56	87	17	47	5	88	27	67	65	6	
16	63	90	41	32	47	80	79	90	2	61	66	1	31	18	10	86	58	45	68	70	61	17	27	15	89	45	16	69	39	36	75	51	34	13	100	53	87	86	29	60	50	51	7	84	53	17	52	27	95	
44	97	4	93	81	19	82	63	13	85	39	22	62	11	90	83	14	26	60	43	56	33	81	43	57	76	81	40	9	46	90	58	80	16	100	93	99	41	34	96	22	88	75	51	21	91	96	85	92	99	
