50
935
10	75	12	11	79	88	11	22	77	15	94	3	55	34	40	56	49	35	71	5	77	29	9	37	2	99	68	41	18	59	59	11	52	35	43	20	6	17	47	73	82	44	20	24	41	35	58	4	46	7	
36	14	8	93	30	54	46	87	54	98	89	18	36	45	93	65	19	20	89	92	93	73	35	63	42	11	58	71	86	13	92	31	65	53	78	33	86	43	99	87	22	24	24	95	2	82	74	62	5	83	
14	93	14	81	37	52	15	24	67	99	29	23	40	14	21	52	68	79	43	41	62	85	62	93	87	100	47	47	60	22	43	80	57	17	96	25	62	53	38	26	52	46	72	99	71	100	83	49	23	41	
8	14	25	76	27	38	81	45	44	45	31	49	21	29	100	81	73	94	54	17	94	98	70	43	98	38	80	15	60	7	8	87	90	77	81	78	29	41	1	78	63	85	45	78	45	82	16	94	71	5	
93	81	76	94	90	98	71	49	24	39	100	66	71	78	79	67	84	4	38	55	71	53	62	64	19	85	61	72	85	96	20	66	52	97	52	40	59	26	40	34	22	98	69	49	66	76	92	56	3	79	
30	37	27	90	10	90	36	31	36	29	97	53	43	84	74	43	34	1	72	46	6	3	15	14	32	20	19	85	3	12	60	43	25	80	66	9	35	74	37	34	11	31	79	20	92	78	68	7	27	28	
54	52	38	98	90	56	62	61	26	38	100	53	48	44	88	11	80	97	19	27	85	56	68	55	15	47	57	19	4	12	60	51	71	72	44	27	22	30	47	73	80	96	85	95	68	50	55	72	87	37	
46	15	81	71	36	62	99	88	63	67	98	89	29	67	33	40	41	44	79	85	48	5	37	85	88	73	81	42	75	14	76	31	78	10	24	95	25	17	12	53	19	27	55	40	55	54	90	62	94	57	
87	24	45	49	31	61	88	35	92	4	75	78	56	16	13	4	15	46	54	49	93	49	81	41	2	87	66	77	40	63	94	13	6	83	21	98	46	36	70	60	64	11	92	89	100	23	97	30	36	46	
54	67	44	24	36	26	63	92	52	72	11	10	95	2	53	15	47	94	53	9	16	77	74	54	23	44	25	67	19	10	48	5	39	60	43	76	60	34	36	86	16	52	3	91	93	34	39	37	82	4	
98	99	45	39	29	38	67	4	72	81	70	44	10	41	11	19	83	85	18	67	54	49	93	24	57	88	92	96	15	95	34	100	76	2	63	3	9	3	39	79	26	87	11	100	89	100	21	33	36	51	
89	29	31	100	97	100	98	75	11	70	86	37	88	49	4	34	7	56	13	56	29	20	23	50	12	38	25	2	92	50	29	71	46	32	2	53	39	73	82	13	4	83	85	3	1	63	46	36	55	43	
18	23	49	66	53	53	89	78	10	44	37	51	93	97	28	20	5	31	98	31	1	59	30	44	25	67	19	15	4	85	47	36	24	52	65	48	93	12	78	15	49	40	59	64	22	89	69	12	83	84	
36	40	21	71	43	48	29	56	95	10	88	93	29	50	75	49	76	80	36	71	31	81	93	40	54	21	88	47	82	41	28	86	59	72	78	42	31	23	8	11	41	47	59	47	35	3	51	30	90	42	
