50
1039
48	30	96	93	59	96	19	70	82	14	59	38	86	46	77	44	91	6	69	22	43	64	13	6	94	87	16	87	34	1	27	1	98	84	44	76	24	8	68	27	11	57	2	94	74	93	48	20	17	16	
83	59	63	34	86	41	85	64	51	17	21	1	99	60	32	59	92	93	23	15	32	87	26	11	67	28	14	91	57	34	27	27	74	58	21	35	93	89	48	89	53	19	39	53	78	48	60	94	56	83	
59	38	17	81	80	66	44	57	88	18	66	73	87	58	22	40	48	31	54	36	55	73	71	87	67	58	61	30	52	71	32	71	35	90	35	3	50	90	39	3	40	23	1	34	16	10	21	58	84	94	
63	17	68	83	44	96	54	71	42	83	45	18	72	43	2	9	59	91	16	52	93	9	79	12	46	20	85	15	37	28	96	22	51	33	72	45	82	100	99	62	31	90	77	71	40	47	84	80	98	55	
34	81	83	85	62	73	98	99	37	14	64	89	42	74	10	12	93	14	30	30	97	42	26	81	50	91	1	20	98	32	65	30	98	1	94	38	94	67	98	92	40	51	5	76	68	46	40	25	100	28	
86	80	44	62	18	1	70	1	7	13	27	74	18	24	81	38	4	99	72	95	93	79	84	29	98	22	50	98	55	4	32	98	39	71	76	65	74	25	66	19	42	28	28	59	77	96	20	54	100	53	
41	66	96	73	1	59	41	15	64	43	81	20	2	85	54	33	65	94	80	20	91	38	42	82	89	71	66	59	96	7	18	52	5	88	35	48	3	4	23	84	99	95	57	18	80	24	90	1	76	45	
85	44	54	98	70	41	89	94	9	55	80	11	12	100	29	39	41	81	36	17	30	73	58	41	31	100	60	47	7	37	14	9	97	63	47	49	97	42	52	98	49	56	16	24	65	24	95	34	48	77	
64	57	71	99	1	15	94	63	17	29	90	44	94	45	55	40	50	58	45	53	80	6	26	73	81	57	40	93	89	75	17	22	21	56	98	82	4	32	52	40	45	12	43	90	81	39	10	38	48	55	
51	88	42	37	7	64	9	17	8	24	76	24	31	21	90	98	22	27	12	40	100	17	2	32	24	23	24	56	25	98	29	66	34	85	31	1	14	41	24	4	75	91	64	21	57	16	95	77	37	46	
17	18	83	14	13	43	55	29	24	93	30	72	59	66	69	92	62	82	49	53	76	67	22	4	28	81	20	84	93	2	88	25	38	79	98	80	84	65	86	40	59	44	52	32	70	76	87	74	32	41	
21	66	45	64	27	81	80	90	76	30	100	50	57	53	4	9	53	34	95	55	71	74	41	12	14	1	59	69	98	19	83	84	94	58	65	35	84	19	76	7	97	5	8	44	55	30	55	43	56	78	
1	73	18	89	74	20	11	44	24	72	50	32	81	28	20	22	20	10	14	1	48	8	33	53	2	89	55	68	1	31	89	62	22	72	98	91	67	35	22	87	87	53	59	32	37	61	62	29	33	99	
99	87	72	42	18	2	12	94	31	59	57	81	53	2	41	98	47	83	96	41	62	8	25	59	77	16	26	24	58	51	88	47	51	38	85	3	70	43	91	83	30	81	68	12	20	84	8	15	41	65	
60	58	43	74	24	85	100	45	21	66	53	28	2	2	39	82	99	4	38	6	89	5	60	9	38	89	36	50	74	70	83	45	75	36	52	24	70	39	12	21	41	93	56	81	96	65	68	50	73	32	
32	22	2	10	81	54	29	55	90	69	4	20	41	39	36	36	88	81	66	57	83	29	58	19	63	58	11	96	21	36	66	46	58	95	27	40	5	7	10	96	83	83	40	82	19	16	85	77	69	93	
59	40	9	12	38	33	39	40	98	92	9	22	98	82	36	56	12	52	28	83	56	19	36	59	38	2	5	75	82	54	76	31	93	31	92	38	33	93	62	48	10	80	40	34	4	55	8	6	25	80	
92	48	59	93	4	65	41	50	22	62	53	20	47	99	88	12	79	90	17	56	70	64	79	66	21	76	93	73	18	37	37	89	84	54	14	90	11	13	48	51	78	70	14	9	80	86	87	55	52	75	
93	31	91	14	99	94	81	58	27	82	34	10	83	4	81	52	90	64	90	13	63	97	70	36	17	6	83	92	87	73	31	46	30	100	63	70	82	33	89	57	27	39	56	11	36	9	5	34	95	67	
23	54	16	30	72	80	36	45	12	49	95	14	96	38	66	28	17	90	40	96	17	85	34	18	62	13	70	26	4	85	63	10	47	53	10	92	70	3	33	63	52	95	53	22	45	12	68	45	6	58	
15	36	52	30	95	20	17	53	40	53	55	1	41	6	57	83	56	13	96	71	54	75	64	74	84	61	33	90	94	100	44	61	18	69	9	43	88	61	31	77	98	10	36	31	26	72	66	8	73	36	
32	55	93	97	93	91	30	80	100	76	71	48	62	89	83	56	70	63	17	54	91	25	12	34	62	61	72	73	81	43	55	73	29	7	76	34	64	36	58	7	1	39	52	59	53	40	37	35	99	66	
87	73	9	42	79	38	73	6	17	67	74	8	8	5	29	19	64	97	85	75	25	55	95	68	93	57	69	95	53	81	89	58	7	38	87	41	46	84	53	73	93	39	96	79	73	63	48	74	41	44	
26	71	79	26	84	42	58	26	2	22	41	33	25	60	58	36	79	70	34	64	12	95	47	56	89	14	27	52	4	28	24	88	11	13	26	9	31	51	59	1	16	58	90	81	41	7	29	50	85	12	
11	87	12	81	29	82	41	73	32	4	12	53	59	9	19	59	66	36	18	74	34	68	56	79	8	13	95	24	72	83	26	22	62	97	3	66	70	41	95	14	75	73	99	96	23	38	6	4	61	6	
67	67	46	50	98	89	31	81	24	28	14	2	77	38	63	38	21	17	62	84	62	93	89	8	16	8	71	73	41	75	60	1	80	84	35	25	72	46	25	10	96	62	90	18	68	9	83	45	40	100	
28	58	20	91	22	71	100	57	23	81	1	89	16	89	58	2	76	6	13	61	61	57	14	13	8	19	5	87	100	47	17	89	91	85	29	74	48	66	60	52	46	31	9	80	4	26	45	72	38	99	
14	61	85	1	50	66	60	40	24	20	59	55	26	36	11	5	93	83	70	33	72	69	27	95	71	5	98	10	14	96	41	84	50	22	33	2	1	22	17	54	35	78	42	42	45	73	83	69	65	28	
91	30	15	20	98	59	47	93	56	84	69	68	24	50	96	75	73	92	26	90	73	95	52	24	73	87	10	90	22	17	94	51	57	38	68	29	25	88	58	5	19	27	6	24	19	80	64	54	77	99	
57	52	37	98	55	96	7	89	25	93	98	1	58	74	21	82	18	87	4	94	81	53	4	72	41	100	14	22	46	100	93	68	23	24	38	61	28	77	4	20	19	10	45	8	67	95	92	90	51	27	
34	71	28	32	4	7	37	75	98	2	19	31	51	70	36	54	37	73	85	100	43	81	28	83	75	47	96	17	100	43	80	75	77	61	41	62	7	15	74	71	60	5	29	25	48	19	12	76	69	81	
27	32	96	65	32	18	14	17	29	88	83	89	88	83	66	76	37	31	63	44	55	89	24	26	60	17	41	94	93	80	34	31	43	55	90	1	39	74	24	45	69	68	38	100	15	23	8	76	98	51	
27	71	22	30	98	52	9	22	66	25	84	62	47	45	46	31	89	46	10	61	73	58	88	22	1	89	84	51	68	75	31	38	84	90	75	79	45	19	63	56	44	9	27	22	86	65	70	8	12	44	
74	35	51	98	39	5	97	21	34	38	94	22	51	75	58	93	84	30	47	18	29	7	11	62	80	91	50	57	23	77	43	84	94	2	85	18	23	35	25	48	89	97	71	67	47	81	100	61	47	49	
58	90	33	1	71	88	63	56	85	79	58	72	38	36	95	31	54	100	53	69	7	38	13	97	84	85	22	38	24	61	55	90	2	96	62	57	9	36	23	35	85	54	12	43	93	56	54	10	35	3	
21	35	72	94	76	35	47	98	31	98	65	98	85	52	27	92	14	63	10	9	76	87	26	3	35	29	33	68	38	41	90	75	85	62	46	36	57	10	4	35	50	80	91	97	73	84	19	88	91	74	
35	3	45	38	65	48	49	82	1	80	35	91	3	24	40	38	90	70	92	43	34	41	9	66	25	74	2	29	61	62	1	79	18	57	36	35	87	14	45	45	23	100	37	48	76	22	60	75	76	79	
93	50	82	94	74	3	97	4	14	84	84	67	70	70	5	33	11	82	70	88	64	46	31	70	72	48	1	25	28	7	39	45	23	9	57	87	70	13	38	99	39	93	86	13	23	47	78	69	52	35	
89	90	100	67	25	4	42	32	41	65	19	35	43	39	7	93	13	33	3	61	36	84	51	41	46	66	22	88	77	15	74	19	35	36	10	14	13	43	95	79	69	94	42	99	41	77	42	39	92	58	
48	39	99	98	66	23	52	52	24	86	76	22	91	12	10	62	48	89	33	31	58	53	59	95	25	60	17	58	4	74	24	63	25	23	4	45	38	95	58	29	98	5	90	24	31	69	45	60	94	53	
89	3	62	92	19	84	98	40	4	40	7	87	83	21	96	48	51	57	63	77	7	73	1	14	10	52	54	5	20	71	45	56	48	35	35	45	99	79	29	49	42	75	84	3	15	60	51	73	82	90	
53	40	31	40	42	99	49	45	75	59	97	87	30	41	83	10	78	27	52	98	1	93	16	75	96	46	35	19	19	60	69	44	89	85	50	23	39	69	98	42	80	3	32	12	69	64	31	76	65	47	
19	23	90	51	28	95	56	12	91	44	5	53	81	93	83	80	70	39	95	10	39	39	58	73	62	31	78	27	10	5	68	9	97	54	80	100	93	94	5	75	3	23	59	23	61	73	30	25	10	24	
39	1	77	5	28	57	16	43	64	52	8	59	68	56	40	40	14	56	53	36	52	96	90	99	90	9	42	6	45	29	38	27	71	12	91	37	86	42	90	84	32	59	52	80	23	65	52	89	63	77	
53	34	71	76	59	18	24	90	21	32	44	32	12	81	82	34	9	11	22	31	59	79	81	96	18	80	42	24	8	25	100	22	67	43	97	48	13	99	24	3	12	23	80	47	8	60	93	81	14	9	
78	16	40	68	77	80	65	81	57	70	55	37	20	96	19	4	80	36	45	26	53	73	41	23	68	4	45	19	67	48	15	86	47	93	73	76	23	41	31	15	69	61	23	8	78	96	95	99	52	57	
48	10	47	46	96	24	24	39	16	76	30	61	84	65	16	55	86	9	12	72	40	63	7	38	9	26	73	80	95	19	23	65	81	56	84	22	47	77	69	60	64	73	65	60	96	65	7	89	51	56	
60	21	84	40	20	90	95	10	95	87	55	62	8	68	85	8	87	5	68	66	37	48	29	6	83	45	83	64	92	12	8	70	100	54	19	60	78	42	45	51	31	30	52	93	95	7	48	74	67	27	
94	58	80	25	54	1	34	38	77	74	43	29	15	50	77	6	55	34	45	8	35	74	50	4	45	72	69	54	90	76	76	8	61	10	88	75	69	39	60	73	76	25	89	81	99	89	74	70	96	34	
56	84	98	100	100	76	48	48	37	32	56	33	41	73	69	25	52	95	6	73	99	41	85	61	40	38	65	77	51	69	98	12	47	35	91	76	52	92	94	82	65	10	63	14	52	51	67	96	93	16	
83	94	55	28	53	45	77	55	46	41	78	99	65	32	93	80	75	67	58	36	66	44	12	6	100	99	28	99	27	81	51	44	49	3	74	79	35	58	53	90	47	24	77	9	57	56	27	34	16	7	
