100
2265
52	14	71	42	27	55	68	50	87	20	61	58	2	44	52	25	79	89	20	77	59	64	66	49	58	26	58	96	37	88	50	25	85	41	41	8	78	43	58	63	95	56	77	92	14	1	96	63	13	12	85	87	69	7	27	97	41	22	34	32	79	39	10	75	14	24	90	62	69	85	50	27	15	91	91	63	9	83	37	20	76	73	8	30	16	57	91	28	46	19	77	37	32	54	64	70	90	90	58	94	
71	48	12	60	5	39	40	74	42	41	67	7	52	53	3	62	38	8	31	56	23	6	8	66	82	16	44	5	57	75	100	8	10	79	55	92	31	84	82	100	73	30	11	100	9	83	98	35	15	85	65	56	52	78	75	75	22	31	79	20	17	1	9	69	37	70	93	50	92	28	41	9	88	77	75	93	14	59	37	81	3	58	54	65	41	39	16	70	48	54	20	60	22	81	11	91	92	70	60	3	
48	42	40	55	21	43	15	88	21	71	91	84	73	71	20	93	12	24	93	3	38	99	55	22	55	34	54	23	18	64	90	45	78	35	47	36	33	28	23	86	3	59	26	10	47	21	31	44	86	6	42	72	42	34	15	77	31	67	11	11	92	57	83	91	15	54	31	42	36	41	48	5	62	16	5	51	19	89	26	55	52	1	71	79	96	47	29	24	33	1	1	76	48	48	83	75	78	55	85	69	
12	40	15	21	32	27	22	66	97	30	79	12	75	70	9	43	6	52	33	57	15	15	2	80	22	56	62	74	24	43	66	12	58	32	34	54	41	49	49	52	63	27	59	37	97	20	37	13	66	37	83	7	57	34	79	18	98	30	22	32	7	95	35	58	73	65	85	26	5	69	20	40	44	94	54	87	8	51	69	84	10	83	78	94	26	31	62	35	63	60	15	28	87	4	98	52	73	61	26	57	
60	55	21	49	1	11	37	25	91	63	96	54	75	47	57	35	2	30	29	42	79	39	18	49	57	62	5	81	39	32	67	74	47	83	15	64	82	76	94	64	47	59	6	41	100	1	91	40	66	9	54	23	9	55	47	16	13	49	22	82	71	47	51	87	26	89	94	4	20	66	9	77	59	57	36	62	1	45	30	80	31	67	40	86	64	97	74	4	46	17	88	34	36	91	64	73	14	31	74	81	
5	21	32	1	92	22	91	21	95	50	79	21	86	4	61	29	8	70	9	47	61	81	48	9	20	44	95	81	46	22	3	96	29	23	38	88	97	77	63	2	4	67	49	25	1	9	95	94	16	12	27	36	86	62	17	46	29	77	21	41	1	32	20	27	99	100	15	53	5	52	30	20	73	61	79	97	66	64	82	43	80	48	94	6	37	21	70	66	48	73	73	4	59	42	14	19	55	68	67	12	
39	43	27	11	22	100	56	100	14	24	34	84	46	27	72	80	99	69	58	52	52	15	4	84	30	99	30	56	35	75	20	27	2	45	68	46	66	26	61	59	73	45	32	68	23	6	77	86	10	57	92	33	98	52	87	48	2	65	25	18	97	71	11	4	41	28	88	57	54	56	12	29	6	31	4	60	24	33	16	41	91	74	66	12	19	16	71	29	44	80	58	67	15	57	62	76	9	21	44	87	
40	15	22	37	91	56	32	39	60	12	13	69	36	88	76	1	81	40	88	57	53	46	3	20	54	10	39	100	42	43	49	41	4	16	87	80	83	51	24	31	99	60	62	70	4	12	1	35	45	38	56	37	84	2	26	70	65	86	98	81	26	87	18	5	78	80	36	80	68	95	28	66	88	41	12	36	98	43	37	42	87	22	36	16	76	78	22	66	5	23	18	96	7	3	30	72	46	97	97	38	
74	88	66	25	21	100	39	85	44	57	17	15	58	78	38	91	42	18	9	18	45	33	75	90	95	22	67	51	18	88	69	58	82	35	96	95	1	5	55	82	53	30	13	99	51	92	100	71	91	19	42	54	31	52	28	8	48	12	40	100	3	10	18	53	79	2	69	91	26	52	2	32	76	79	38	58	12	97	52	91	62	91	80	4	69	59	50	64	61	96	92	18	69	56	8	75	49	58	63	85	
42	21	97	91	95	14	60	44	34	89	55	72	3	56	58	8	49	82	41	17	78	67	38	65	63	100	46	10	88	44	85	89	10	58	49	77	58	65	54	7	98	43	3	83	46	78	58	51	53	17	95	100	37	36	10	90	97	28	26	91	96	85	83	30	69	62	24	20	21	73	81	74	89	79	33	7	92	88	49	62	88	94	97	56	71	79	7	71	19	95	88	98	84	38	35	40	29	14	57	10	
