100
2054
24	97	52	58	46	47	67	13	42	24	18	84	90	93	35	49	19	68	6	63	4	24	19	76	72	79	53	94	20	38	74	91	73	96	48	40	35	37	6	57	22	19	39	80	39	60	27	49	64	87	51	82	68	10	13	41	7	48	32	80	90	59	82	70	77	92	81	70	63	22	66	82	33	86	83	59	20	76	78	30	22	44	2	57	19	71	5	38	31	55	58	49	83	97	96	4	3	43	4	31	
55	25	79	82	67	60	23	56	58	65	78	38	48	86	51	74	15	68	72	6	2	99	70	68	100	26	14	74	50	72	38	79	13	51	19	72	23	58	93	62	44	18	51	80	70	22	50	57	35	12	90	85	38	69	32	94	80	59	74	36	66	54	73	48	93	93	19	67	23	12	98	83	85	84	91	11	68	59	22	38	44	7	98	57	36	13	55	45	78	65	29	79	53	5	46	89	75	5	31	42	
25	76	25	53	45	33	45	99	56	14	41	82	48	83	69	23	15	12	16	37	98	15	27	29	11	33	50	98	23	3	26	42	42	84	6	68	98	25	73	8	20	82	54	32	64	84	32	70	43	46	96	53	90	75	43	63	61	7	51	36	75	27	5	84	14	38	21	80	55	64	74	8	15	31	68	23	38	8	71	64	22	74	19	11	16	10	60	52	88	45	32	82	98	69	43	49	27	32	61	77	
79	25	96	50	86	91	48	10	94	14	96	33	91	88	77	56	22	6	4	2	42	8	63	35	10	57	72	76	17	95	81	90	48	91	22	91	64	81	30	88	19	40	83	9	3	40	88	49	14	22	73	15	38	91	43	93	47	3	61	97	99	85	25	42	97	51	73	71	41	30	93	40	39	13	44	61	9	78	31	45	20	32	10	89	53	19	64	62	32	98	83	17	23	14	66	53	64	44	70	54	
82	53	50	65	92	89	94	57	76	82	8	1	58	35	80	89	63	55	6	45	17	73	7	98	5	68	37	59	99	60	57	72	63	57	54	65	69	8	51	40	75	56	1	98	19	5	96	27	46	37	94	90	44	29	22	93	51	11	93	86	18	73	87	89	3	54	56	14	57	91	84	72	73	48	32	2	84	42	92	23	44	98	12	16	81	11	42	60	54	29	31	2	20	90	100	72	85	94	62	58	
67	45	86	92	60	92	80	73	41	48	51	71	100	42	16	74	43	74	14	8	70	63	7	86	63	42	41	3	86	62	43	84	43	18	55	60	18	61	32	64	83	22	72	30	6	90	72	60	45	94	96	54	76	28	2	26	25	96	27	33	24	73	90	78	27	88	55	44	17	55	53	63	99	40	51	58	74	21	32	13	89	80	41	15	41	49	21	72	73	84	94	38	66	83	56	4	64	54	78	98	
60	33	91	89	92	64	8	63	27	35	97	9	55	63	10	61	48	94	16	53	3	93	1	93	66	84	32	15	72	85	45	6	29	30	69	97	73	100	82	67	94	67	42	99	65	5	38	2	26	85	59	82	31	79	2	68	18	50	44	85	47	31	32	61	10	75	46	49	92	4	48	42	53	88	41	94	28	49	25	56	39	21	23	77	11	61	39	7	31	88	4	26	96	75	66	40	35	7	27	36	
23	45	48	94	80	8	71	7	20	94	46	45	34	43	48	65	73	11	43	90	7	19	61	55	39	84	89	50	7	51	58	13	67	21	6	17	26	41	84	19	63	89	4	65	10	37	2	57	20	37	18	100	38	66	29	22	85	7	42	37	89	48	22	34	67	67	3	92	95	91	17	95	70	84	38	58	74	74	54	6	36	97	64	99	20	82	31	8	73	6	44	64	54	49	74	99	13	34	74	22	
56	99	10	57	73	63	7	36	5	8	87	55	64	27	15	24	63	33	11	94	79	78	100	30	66	10	66	63	49	89	75	75	98	37	38	20	53	91	15	91	67	70	82	73	60	9	42	53	16	5	94	77	95	44	12	62	3	21	89	70	88	49	86	75	62	87	2	97	26	27	63	93	33	65	73	90	46	81	44	86	98	5	98	7	3	25	75	98	55	20	37	13	60	26	41	30	95	83	90	88	
58	56	94	76	41	27	20	5	80	74	34	40	51	15	89	43	32	47	66	86	46	63	88	16	16	63	58	47	58	33	75	58	35	67	74	9	87	44	43	66	46	51	19	69	34	83	18	82	40	33	11	21	80	51	75	50	8	44	87	43	37	45	23	75	44	12	82	71	3	43	54	24	83	20	56	7	42	9	51	74	84	97	58	23	61	8	46	71	53	85	45	31	38	32	27	68	83	67	74	73	
