100
2160
79	55	89	31	17	73	18	77	83	26	61	18	21	10	74	18	92	8	39	30	78	17	42	34	44	73	68	27	40	74	27	93	97	17	99	50	36	71	29	85	78	55	81	99	40	91	63	78	54	53	87	58	1	63	45	39	50	15	18	17	20	54	64	44	91	70	15	46	37	78	99	4	40	86	22	39	88	35	85	20	7	97	44	23	84	96	79	65	8	1	86	82	40	50	18	85	89	100	57	27	
54	77	86	54	44	4	9	51	26	61	8	25	61	72	86	91	10	33	21	65	10	80	78	31	60	77	90	76	97	20	92	69	14	59	52	56	67	85	3	4	63	76	79	10	40	87	55	58	39	31	73	35	37	72	89	23	100	64	22	45	66	71	7	38	77	41	69	88	22	36	32	6	30	23	15	85	84	92	59	62	98	16	37	31	58	11	3	30	59	20	12	97	65	18	74	12	75	56	28	90	
77	17	85	79	22	18	4	86	20	44	78	89	10	2	49	18	84	28	12	51	7	82	76	100	67	5	76	3	43	82	19	53	29	12	73	12	33	41	24	71	86	82	95	76	75	66	68	10	96	86	78	86	93	12	69	25	45	51	37	90	35	94	31	96	66	38	21	9	30	55	90	31	16	87	72	17	90	92	79	40	40	57	50	25	19	66	76	56	38	35	83	16	60	71	47	73	63	48	27	7	
86	85	30	18	73	81	50	32	11	91	76	84	98	7	97	59	33	41	97	5	58	43	11	1	77	20	32	99	74	17	39	42	99	81	5	73	36	99	90	4	56	23	21	81	45	29	60	43	69	14	17	59	57	29	10	60	78	24	65	71	95	44	69	94	2	15	90	39	95	59	2	48	82	40	86	84	100	12	66	56	15	6	68	15	8	87	91	56	13	46	32	32	47	83	65	72	46	12	95	77	
54	79	18	79	14	37	11	22	83	38	13	77	100	33	86	91	3	93	96	70	97	3	85	75	73	12	6	9	41	86	44	52	85	71	60	46	61	47	96	44	4	70	36	98	32	71	83	79	97	62	100	1	29	24	67	62	41	4	65	52	10	79	84	60	30	25	67	51	30	95	49	60	26	51	86	42	51	1	15	83	48	32	78	35	43	11	71	6	54	100	61	83	92	16	30	62	42	51	75	70	
44	22	73	14	85	13	32	53	50	18	18	60	100	75	96	88	19	88	35	11	45	61	85	98	60	100	34	56	24	34	20	53	7	72	32	97	100	67	56	44	81	22	18	99	97	63	41	14	63	45	6	39	18	32	63	97	78	99	17	24	71	39	2	41	94	39	21	60	81	23	14	68	39	21	50	30	23	49	94	76	78	9	71	85	74	28	19	2	91	23	65	79	40	23	20	31	87	76	94	54	
4	18	81	37	13	100	57	100	88	4	56	15	76	19	96	19	90	46	57	14	70	53	67	16	27	19	67	89	63	6	13	36	23	44	13	8	82	31	41	52	61	58	81	92	40	89	83	82	98	32	93	83	60	82	5	68	4	50	37	5	3	4	36	56	12	86	92	40	16	71	28	84	12	95	87	46	53	39	42	25	87	43	13	53	98	95	35	89	59	73	48	7	10	85	46	50	94	100	27	19	
9	4	50	11	32	57	76	12	51	78	46	78	88	54	32	9	34	36	1	37	40	68	9	9	13	97	75	11	49	40	42	89	31	41	92	47	99	14	46	80	21	50	30	15	66	47	59	47	33	85	8	55	54	42	10	35	90	98	16	15	60	54	82	26	92	96	60	28	16	95	94	16	95	20	100	36	60	83	81	19	94	64	63	4	59	58	93	45	30	89	12	94	87	61	46	99	61	33	13	67	
51	86	32	22	53	100	12	91	17	82	4	32	87	70	25	16	33	68	44	11	14	32	97	20	91	90	69	68	5	51	92	2	96	94	49	95	90	30	98	97	62	40	9	7	37	21	89	70	50	90	44	37	81	94	88	59	20	64	53	61	6	18	48	32	90	39	87	17	9	43	28	44	99	4	7	38	60	99	1	12	90	21	37	77	55	81	23	12	98	43	35	55	58	79	100	66	84	31	6	63	
26	20	11	83	50	88	51	17	41	21	21	85	5	90	8	39	11	86	91	15	90	13	18	94	80	62	97	13	69	7	92	48	35	89	5	27	39	10	66	79	43	45	83	31	99	58	82	15	95	98	14	34	84	71	62	100	48	90	11	50	59	97	66	84	60	80	74	43	63	29	52	67	20	10	34	83	72	41	23	54	2	72	53	2	73	73	78	56	48	34	61	68	9	11	74	1	88	76	12	46	
61	44	91	38	18	4	78	82	21	94	79	68	33	71	91	17	53	89	57	3	94	80	66	41	67	47	52	63	17	3	2	52	65	63	75	53	1	30	19	33	93	79	85	52	63	43	74	61	17	28	94	14	7	27	11	95	62	81	61	7	78	39	21	40	76	38	7	7	6	69	57	48	41	65	46	27	38	3	73	34	72	67	40	52	61	95	30	98	42	86	42	41	68	8	39	59	12	21	47	89	
8	78	76	13	18	56	46	4	21	79	68	49	46	54	91	67	6	91	9	52	99	4	93	16	99	82	20	60	32	79	75	23	24	71	36	51	46	81	53	48	24	80	94	65	98	83	20	15	18	19	38	81	1	69	33	67	29	15	98	50	79	44	66	37	48	3	50	9	90	75	42	3	8	86	25	6	89	14	88	28	77	7	4	53	42	7	1	49	80	6	9	52	55	3	23	98	60	47	81	93	
25	89	84	77	60	15	78	32	85	68	49	32	86	89	25	13	42	69	74	89	82	15	43	2	8	59	72	6	74	36	58	20	48	3	46	87	55	98	22	62	13	93	83	29	52	2	67	90	93	14	100	31	33	23	42	89	39	21	79	89	16	84	79	48	50	22	22	44	72	37	24	52	98	76	78	68	29	29	4	71	65	72	50	55	95	37	58	15	75	36	83	54	27	35	94	68	34	36	61	39	
61	10	98	100	100	76	88	87	5	33	46	86	7	10	21	18	18	70	75	4	75	44	42	52	63	45	4	56	34	95	37	4	36	91	35	58	89	12	93	59	92	63	25	75	31	25	41	48	4	57	82	70	81	14	22	78	49	20	41	55	90	76	33	16	3	5	48	24	98	57	76	86	91	70	49	36	97	81	40	58	30	40	58	32	23	100	74	30	70	97	71	16	91	94	25	79	66	72	12	25	
72	2	7	33	75	19	54	70	90	71	54	89	10	5	48	36	25	69	84	65	60	63	26	44	30	10	82	90	49	91	33	9	56	44	95	15	42	84	39	91	77	81	53	83	5	97	39	97	56	58	58	47	85	87	38	48	39	53	19	1	42	72	8	90	76	70	4	62	83	84	20	24	75	95	2	92	77	2	32	85	66	61	32	95	95	28	16	82	63	72	54	41	5	37	49	99	42	64	5	15	
86	49	97	86	96	96	32	25	8	91	91	25	21	48	67	60	43	37	44	26	74	2	78	78	83	83	39	75	31	2	100	31	99	78	83	68	50	81	78	51	32	32	5	79	45	27	80	15	80	19	22	71	95	32	23	41	100	53	20	16	77	45	1	44	10	88	38	4	57	13	28	87	64	62	94	91	28	92	53	6	21	20	61	65	89	86	74	8	38	92	93	39	64	13	17	1	41	84	52	80	
91	18	59	91	88	19	9	16	39	17	67	13	18	36	60	71	19	74	34	69	96	11	48	48	46	96	82	37	19	66	83	36	52	77	55	81	65	54	51	100	71	2	63	7	4	86	13	81	50	16	22	53	26	69	87	8	64	18	1	40	18	5	17	93	88	18	31	84	38	97	28	70	79	40	8	71	93	19	93	42	68	79	27	65	73	27	26	8	22	81	5	88	92	60	77	100	52	55	37	85	
10	84	33	3	19	90	34	33	11	53	6	42	18	25	43	19	95	30	76	5	11	10	41	7	84	30	8	97	75	46	45	94	85	71	40	69	17	23	18	10	4	68	35	38	55	76	9	13	71	22	29	19	23	13	65	58	1	93	7	42	15	26	18	28	86	73	96	40	100	56	84	10	78	61	88	59	52	78	13	14	77	96	15	6	92	28	52	18	23	34	55	93	89	57	63	11	6	45	55	7	
