100
2653
98	8	89	58	95	34	34	83	10	80	60	7	50	16	56	68	22	89	6	20	78	36	26	88	86	24	63	6	16	90	90	72	93	25	39	71	29	79	46	98	14	57	43	58	45	27	85	51	99	12	98	9	48	19	71	3	25	75	7	37	70	84	32	30	50	93	70	12	81	100	11	85	12	53	46	21	52	24	30	60	78	93	68	33	37	3	21	67	35	37	2	8	18	62	37	68	19	47	27	41	
81	50	52	13	56	7	42	36	79	87	19	27	50	51	18	12	19	23	100	11	24	61	36	6	17	27	51	52	45	60	18	87	98	56	59	52	9	65	82	72	1	39	69	97	44	7	39	72	91	100	26	63	72	68	85	63	43	35	39	17	1	65	59	43	71	13	75	33	47	71	18	16	38	31	19	16	27	28	74	87	88	65	48	64	79	26	33	2	93	6	41	48	39	12	50	16	37	68	86	85	
50	84	49	28	69	100	80	38	93	24	14	75	10	45	48	59	41	5	97	63	40	32	71	29	98	36	19	42	11	40	53	16	40	88	92	6	46	43	34	7	40	75	7	74	9	5	38	65	87	81	72	46	56	92	86	28	87	75	47	12	48	32	94	39	81	44	68	71	43	41	20	88	46	33	83	56	74	78	84	18	48	34	22	24	96	76	34	86	87	20	43	45	45	76	65	36	85	46	71	20	
52	49	13	62	85	82	89	65	88	72	87	88	94	54	46	69	15	42	43	89	16	87	38	3	28	68	26	40	50	21	92	82	1	8	74	32	37	27	4	13	15	29	10	45	16	48	15	5	62	51	90	56	4	18	5	5	96	99	21	54	63	16	99	21	13	30	39	84	81	97	10	46	11	51	57	36	61	26	15	25	80	53	13	46	32	81	82	1	23	88	40	38	91	48	63	17	22	45	62	45	
13	28	62	40	19	61	48	3	61	36	94	26	66	85	30	30	11	13	97	46	98	46	19	61	80	71	99	23	29	71	8	80	35	90	38	78	96	55	57	20	32	80	1	18	75	32	66	12	61	92	69	100	84	2	57	39	4	11	6	22	6	96	30	68	36	36	25	44	22	11	24	2	14	43	67	26	69	24	76	26	11	47	83	50	58	4	78	30	72	7	45	2	86	46	54	94	5	31	18	22	
56	69	85	19	78	49	63	55	34	18	83	8	92	100	54	41	98	21	6	44	34	85	25	69	24	5	35	85	85	50	33	24	83	68	37	9	33	42	30	80	87	71	2	89	59	31	68	88	87	34	62	99	91	75	13	43	72	58	64	13	75	95	32	39	53	86	26	12	77	14	4	73	25	72	28	74	51	24	30	39	68	53	63	68	12	63	80	10	38	54	85	26	76	6	98	96	29	17	79	58	
7	100	82	61	49	95	21	84	63	23	60	17	62	95	67	56	21	51	92	70	42	64	84	89	72	45	23	85	72	88	27	90	84	75	52	49	85	25	29	37	4	90	22	64	46	36	36	70	41	40	90	13	52	89	15	76	72	62	71	99	65	6	68	51	8	88	45	42	34	96	81	87	4	34	6	51	77	77	28	72	59	47	6	13	71	45	35	1	21	86	30	73	90	85	74	9	29	88	96	61	
42	80	89	48	63	21	53	39	26	11	73	86	34	34	5	63	62	57	16	74	90	83	24	100	50	63	27	74	73	90	57	17	95	29	51	65	76	14	86	85	79	73	24	47	99	71	36	79	43	6	75	57	100	21	16	92	44	74	57	58	90	27	49	81	3	99	97	70	15	32	7	67	62	71	3	2	23	100	60	39	49	61	31	90	30	25	95	61	91	47	74	85	55	30	84	79	71	29	41	30	
36	38	65	3	55	84	39	29	34	40	73	79	1	29	99	7	3	53	16	89	9	9	81	68	40	15	28	60	15	48	21	39	73	31	96	61	81	38	79	88	11	8	60	65	94	48	70	39	75	85	5	33	1	41	30	67	61	55	35	44	44	87	33	47	91	45	18	35	28	28	50	12	93	6	87	49	72	12	92	63	85	22	14	36	65	89	80	42	83	39	20	90	16	68	93	38	97	32	45	61	
79	93	88	61	34	63	26	34	21	99	82	42	14	73	27	23	96	59	48	40	24	75	45	13	22	44	84	66	46	5	90	63	30	54	15	79	9	11	19	6	38	4	14	39	37	85	4	57	43	9	47	37	93	41	13	34	33	34	11	14	56	22	83	2	26	13	39	49	38	14	83	4	49	86	29	4	51	74	22	48	9	29	93	38	47	52	46	84	57	40	45	62	48	19	13	8	11	24	31	90	
87	24	72	36	18	23	11	40	99	45	44	58	21	1	66	37	57	34	92	43	62	66	74	47	95	76	15	5	5	38	89	11	96	60	90	20	72	33	33	16	68	54	41	13	42	12	85	91	2	80	65	1	49	47	72	22	72	3	8	85	5	14	5	73	52	90	55	85	70	94	66	43	58	38	81	6	50	88	11	48	45	28	25	44	98	81	73	85	55	2	97	91	42	29	59	20	6	33	37	46	
19	14	87	94	83	60	73	73	82	44	5	49	73	22	2	3	62	59	32	38	89	41	93	27	87	1	42	69	8	29	26	31	7	43	57	72	51	53	67	85	36	61	46	85	52	30	55	9	7	53	19	13	72	17	71	44	57	18	80	1	90	35	89	78	83	46	32	93	80	21	69	26	78	88	76	93	34	62	99	50	6	83	8	94	23	2	67	63	95	50	84	47	21	99	20	38	72	85	11	10	
27	75	88	26	8	17	86	79	42	58	49	1	27	85	66	9	99	34	19	12	81	73	61	9	62	82	18	76	16	24	43	8	79	64	58	87	19	71	74	61	72	19	56	68	77	51	10	79	66	100	70	9	98	80	13	84	84	49	10	70	67	5	31	41	30	44	99	88	31	42	8	8	17	83	44	26	30	8	46	31	93	79	55	22	61	97	39	37	33	43	93	38	99	33	62	17	59	96	18	86	
50	10	94	66	92	62	34	1	14	21	73	27	29	91	84	5	75	39	30	9	6	76	39	24	21	77	42	21	11	20	19	73	95	24	83	97	49	5	73	64	47	38	42	31	11	75	57	91	37	87	57	10	29	88	39	89	28	45	95	76	57	72	49	45	85	74	2	76	98	86	39	31	5	51	5	17	43	23	28	70	65	16	57	18	52	38	9	43	59	46	16	87	48	49	36	51	46	25	79	26	
51	45	54	85	100	95	34	29	73	1	22	85	91	45	40	36	57	21	47	81	49	90	43	16	65	92	67	40	71	89	23	43	83	98	15	23	32	79	54	3	61	83	11	85	15	7	1	64	51	41	75	5	8	3	82	9	26	57	69	70	9	2	9	60	75	5	80	52	18	4	24	97	69	24	83	10	80	13	47	64	17	36	78	33	67	12	43	33	94	29	31	34	15	21	61	59	6	60	17	51	
18	48	46	30	54	67	5	99	27	66	2	66	84	40	32	68	11	19	7	84	10	41	55	99	79	39	24	62	32	61	77	94	5	81	87	74	53	86	50	49	48	53	100	64	75	47	2	90	36	28	72	20	41	10	55	80	58	60	49	43	54	56	36	73	49	42	67	34	11	7	8	31	19	64	14	99	93	40	7	95	43	75	24	2	40	27	84	78	92	98	87	32	18	98	36	42	26	36	19	71	
12	59	69	30	41	56	63	7	23	37	3	9	5	36	68	38	55	41	5	10	70	21	59	51	19	99	7	57	48	55	54	17	36	7	99	96	95	71	20	66	24	33	72	91	19	60	5	49	20	9	4	3	90	89	49	66	77	65	47	10	22	81	53	69	95	31	15	79	22	64	50	15	33	75	32	73	77	8	64	100	45	61	13	55	35	52	66	53	41	68	84	32	44	30	19	99	45	69	95	49	
19	41	15	11	98	21	62	3	96	57	62	99	75	57	11	55	64	94	16	12	86	12	30	37	6	84	75	16	25	17	33	57	1	48	69	69	10	61	15	84	54	36	79	62	44	27	70	71	5	5	42	79	43	8	1	77	38	50	55	17	14	5	39	89	65	8	95	56	32	17	69	54	75	59	51	24	85	70	50	69	35	36	97	100	38	94	26	17	67	23	79	27	48	26	50	95	75	90	95	47	
23	5	42	13	21	51	57	53	59	34	59	34	39	21	19	41	94	57	43	51	94	70	48	87	23	87	82	15	3	15	97	12	53	54	32	57	14	39	90	71	30	38	61	58	42	16	59	89	53	43	98	23	14	27	19	60	65	13	2	89	42	90	70	72	34	72	83	45	11	39	27	53	85	68	24	70	79	45	29	22	63	3	28	7	49	19	12	98	25	94	65	29	10	99	36	90	69	39	84	72	
