200
5199
90	50	86	97	34	24	70	11	11	7	80	32	54	35	96	64	84	46	16	95	28	91	6	29	88	79	45	17	50	31	83	86	1	3	93	61	43	67	65	26	48	96	97	50	8	30	79	61	30	36	8	65	46	65	66	92	28	60	1	44	34	13	60	3	25	9	55	85	39	94	54	16	11	90	32	21	52	57	93	69	88	7	11	20	31	62	69	22	54	1	53	23	85	11	24	93	69	57	20	33	21	40	24	90	14	58	37	10	21	83	21	49	39	63	50	74	66	96	70	93	72	21	59	84	77	97	51	19	83	87	7	80	3	24	48	64	34	11	57	94	32	69	19	75	6	75	25	46	12	24	75	67	28	89	73	12	61	80	89	58	51	23	9	45	23	52	51	58	72	24	18	59	66	93	21	77	100	29	3	2	95	24	66	87	77	10	30	84	68	82	98	76	26	58	21	75	56	26	67	83	
22	47	17	64	78	44	56	85	53	15	81	57	2	16	2	63	38	64	46	58	29	48	16	38	76	94	58	53	48	6	41	31	41	44	8	33	14	80	95	90	54	71	8	11	37	59	79	13	85	11	28	58	89	34	18	15	40	28	23	41	89	71	8	61	10	32	88	27	58	29	58	93	52	86	49	56	64	69	65	10	80	12	59	1	67	84	70	87	90	65	56	12	38	49	63	73	79	95	81	7	38	25	34	88	39	9	40	82	44	65	93	21	68	60	6	43	76	7	57	38	14	63	77	72	4	100	32	84	52	17	47	6	16	11	12	38	6	63	18	64	36	60	87	87	12	17	28	24	41	6	4	28	54	12	60	65	10	79	75	30	52	76	54	63	38	11	59	91	67	3	100	72	24	37	10	51	71	34	15	24	96	14	100	35	24	15	66	98	56	76	36	42	32	88	9	29	3	43	5	22	
47	52	25	4	97	60	42	2	65	3	58	100	86	92	10	9	94	52	97	14	86	99	90	33	42	36	48	23	33	15	23	85	5	79	93	16	21	52	13	97	32	31	31	72	19	56	15	77	33	43	12	6	29	9	52	28	98	56	86	37	96	48	31	57	57	66	46	32	68	33	52	32	38	19	60	47	1	90	3	43	39	98	26	97	66	61	61	59	77	22	99	55	79	37	41	70	6	9	7	18	16	40	2	84	71	35	91	81	73	43	16	5	8	27	68	29	50	14	71	15	25	9	71	3	49	33	30	76	93	20	63	74	76	10	72	67	18	30	8	77	36	43	22	71	45	33	54	27	94	71	37	7	98	64	95	42	40	86	43	38	37	92	8	19	80	96	47	1	53	62	9	28	53	34	50	47	22	1	93	94	14	77	45	73	12	43	13	51	23	14	13	87	83	77	3	14	21	60	38	71	
17	25	10	35	90	86	65	20	9	15	3	7	90	72	13	91	78	3	45	54	5	75	95	100	82	73	36	8	11	87	51	87	9	32	12	96	57	85	69	23	65	91	99	97	80	62	96	96	67	18	32	21	19	29	54	87	9	20	90	23	71	2	24	26	7	26	70	28	28	85	75	2	89	71	74	67	35	4	31	26	71	100	21	28	25	76	84	28	57	62	26	68	30	29	90	78	70	15	86	35	32	49	24	8	61	96	43	15	2	57	64	69	57	13	75	25	66	75	70	65	98	14	18	48	62	66	73	5	72	56	57	30	53	93	89	94	89	38	89	92	10	74	64	86	67	75	17	56	8	22	67	78	63	46	83	24	70	81	35	87	68	59	43	55	91	50	65	97	82	77	39	33	94	86	67	15	11	97	62	41	65	24	34	48	90	47	68	83	7	42	21	77	87	51	37	30	23	65	68	63	
64	4	35	74	54	25	38	69	47	25	92	14	80	51	80	81	96	77	96	73	93	48	66	70	43	82	52	6	65	32	28	4	32	22	39	72	4	6	91	14	93	74	99	24	84	29	87	69	91	16	53	39	52	20	78	57	29	77	48	46	1	96	84	38	13	96	23	97	70	73	94	56	62	83	70	12	54	60	12	84	34	65	83	96	89	16	92	94	85	53	88	36	58	76	80	88	84	31	25	95	80	18	85	61	75	51	48	3	29	1	9	67	68	53	18	11	55	39	37	29	76	73	91	58	86	45	48	34	28	22	18	79	81	10	23	36	74	44	31	43	3	48	98	98	13	69	70	36	68	31	8	88	94	94	61	42	39	94	92	63	57	73	35	89	29	2	12	85	23	42	96	41	68	73	40	21	12	46	47	90	100	49	70	35	65	22	46	95	62	92	100	67	52	36	32	49	67	61	66	64	
78	97	90	54	55	77	59	1	85	19	39	69	67	81	42	56	2	85	13	70	95	14	56	64	87	87	47	68	24	30	95	34	39	32	17	54	97	1	6	86	46	46	73	26	1	96	21	35	93	49	100	99	32	34	92	87	41	25	58	90	57	86	91	63	4	4	49	25	88	97	36	23	60	52	19	23	6	13	98	17	92	19	91	48	74	19	86	34	55	55	23	93	99	22	31	12	38	13	37	38	81	13	73	75	98	4	76	78	60	74	26	45	4	47	2	27	24	55	99	64	21	24	38	5	13	45	59	34	26	99	27	20	15	80	40	55	82	67	2	84	55	29	11	25	27	20	35	7	35	40	83	53	85	96	100	24	49	41	28	53	17	59	73	88	100	80	2	67	3	83	13	46	62	3	89	33	35	61	92	69	13	86	65	96	37	81	7	46	43	69	44	7	40	3	65	40	69	97	57	36	
44	60	86	25	77	51	87	88	90	100	74	13	90	51	69	99	77	5	16	94	20	70	37	37	14	64	8	71	22	94	4	68	86	17	37	84	73	14	85	100	71	53	71	79	33	76	17	71	14	88	58	14	21	68	26	28	58	8	97	79	10	43	30	32	20	78	70	70	78	5	35	69	58	78	52	92	69	12	81	59	100	50	60	64	22	63	46	36	30	95	56	33	87	28	15	83	40	86	87	74	89	60	97	77	32	57	25	31	62	13	3	5	98	14	78	82	60	98	62	19	10	22	32	50	40	84	63	93	42	67	95	50	28	67	46	59	68	63	95	81	4	56	26	95	16	59	66	50	1	13	8	92	56	10	38	37	81	31	58	53	10	85	56	51	8	96	17	87	58	86	39	44	45	70	88	50	14	96	8	67	49	12	1	83	52	13	50	84	26	32	26	97	87	6	26	37	49	84	51	31	
56	42	65	38	59	87	64	65	69	59	13	55	30	61	100	19	22	54	81	19	30	100	19	36	96	3	3	55	70	60	47	51	50	34	72	11	8	64	99	37	32	57	21	84	20	89	76	21	11	25	43	33	71	6	39	23	90	21	24	55	42	18	15	93	70	41	11	37	49	42	97	16	85	73	15	27	29	22	12	12	39	45	31	6	91	49	96	100	61	63	71	25	59	66	81	12	21	98	2	97	34	22	32	25	83	99	26	17	76	73	12	46	49	100	48	14	5	58	41	96	5	96	7	94	41	44	3	2	34	54	14	84	97	15	44	30	39	15	77	54	6	100	69	72	57	29	77	83	11	79	73	20	77	4	60	56	43	47	58	79	30	41	16	70	99	14	14	82	24	95	50	21	40	7	5	83	76	3	82	26	28	79	25	22	67	59	35	3	30	7	1	10	63	96	47	20	72	65	4	55	
85	2	20	69	1	88	65	4	31	96	50	83	45	31	11	77	40	88	49	63	76	98	46	13	80	46	29	69	32	1	2	98	23	95	37	65	87	80	26	62	83	70	69	29	91	50	82	88	58	85	67	47	50	58	88	44	81	77	65	16	19	39	2	14	90	36	58	62	6	57	51	40	61	44	97	36	64	58	18	67	23	32	33	68	8	28	66	74	69	25	98	67	98	24	46	97	28	39	6	46	10	79	59	94	16	5	31	63	30	73	65	48	15	69	71	17	81	79	25	96	23	70	98	32	65	42	87	45	39	87	58	78	66	46	2	10	96	31	70	58	53	89	94	35	60	12	95	27	40	28	100	20	25	16	17	42	75	77	96	14	58	16	3	27	51	34	43	70	54	73	3	88	80	10	73	41	42	23	61	35	32	32	21	72	71	97	85	8	51	34	13	27	100	58	1	4	65	97	60	64	
53	65	9	47	85	90	69	31	73	30	71	84	2	75	64	78	73	77	38	49	17	58	80	13	60	12	77	14	33	95	87	51	43	60	56	71	91	30	79	93	13	23	40	19	42	28	92	42	75	16	58	7	47	8	19	88	52	37	35	3	91	27	6	19	89	32	59	2	95	72	48	32	70	74	41	57	1	69	1	56	91	68	82	60	30	61	90	72	98	64	25	86	65	11	79	44	23	11	92	48	33	66	71	23	80	91	52	43	45	50	60	69	75	81	40	21	35	10	62	7	91	17	85	59	97	94	26	98	21	21	53	31	100	3	80	96	71	10	12	83	83	66	7	44	74	47	59	89	39	35	41	55	75	2	54	5	41	81	74	82	44	26	45	77	11	80	19	99	1	96	60	58	52	1	85	31	93	34	96	37	73	26	2	62	62	22	67	51	34	61	55	25	96	7	8	47	31	62	92	95	
